state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
MA,6.EE.B.7,6.EE.B.7,confirmed,99.0,6.EE.B.7,"The lesson overlap is perfect (1.0, all 5 lessons shared), the text of the state standard is virtually identical to the CCSS standard, and it ranks #1 in similarity candidates. There is no ambiguity."
NC,6.SP.1,6.SP.A.1,confirmed,95.0,6.SP.A.1,"The state standard text is nearly identical to 6.SP.A.1's text, and the top-5 candidates show 6.SP.A.1 with a 100% lesson overlap (3 shared lessons out of 3) and the highest embedding similarity (0.79). The zero lesson overlap shown in the tag being evaluated appears to be a data artifact (state has 0 lessons listed there vs. 3 in the candidate row), but all other evidence strongly confirms this alignment."
NJ,7.RP.A.1,7.RP.A.1,confirmed,99.0,7.RP.A.1,"Perfect lesson overlap (1.0, all 3 lessons shared) combined with identical standard text and rank-1 similarity score provides overwhelming evidence that this tag is correct."
AR,3.CAR.4,3.NBT.A.3,confirmed,99.0,3.NBT.A.3,"The tag has perfect lesson overlap (1.0, all 3 lessons shared) and the state standard text is nearly identical to 3.NBT.A.3, including the same examples (9×80, 5×60) and the same conceptual framing. No other candidate comes close."
RI,K.OA.A.4,K.OA.A.4,confirmed,99.0,K.OA.A.4,"The state standard text is identical to the CCSS K.OA.A.4 text, and the lesson overlap is perfect (1.0, with all 2 lessons shared). This is the top-ranked candidate by both embedding similarity and lesson overlap, leaving no ambiguity."
MT,4.NF.3.c,4.NF.B.3.c,confirmed,99.0,4.NF.B.3.c,"The tag has a perfect lesson overlap (1.0) with all 5 lessons shared between the state standard and CCSS 4.NF.B.3.c, and the state standard text is essentially identical to the CCSS text, strongly confirming this alignment."
KS,5.G.2,5.G.A.2,confirmed,99.0,5.G.A.2,"The tag shows perfect lesson overlap (1.0, with all 15 lessons shared) and the state standard text is nearly verbatim identical to CCSS 5.G.A.2, with the highest embedding similarity score (0.865) among all candidates. All evidence strongly supports this tag."
KY,5.NBT.4,5.NBT.A.4,confirmed,95.0,5.NBT.A.4,"The text of the state standard is identical to 5.NBT.A.4, and the top-5 candidates show that when the state standard has lessons, 5.NBT.A.4 achieves 100% lesson overlap (2/2 shared). The zero overlap for the tag being evaluated is due to the state standard having 0 lessons in this context, not a mismatch in content."
MT,8.EE.8.a,8.EE.C.8.a,confirmed,99.0,8.EE.C.8.a,"The state standard text is identical to the CCSS 8.EE.C.8.a text, and the lesson overlap is perfect (1.0) with all 8 lessons shared, making this an unambiguous match with the strongest possible evidence."
AK,4.NBT.6,4.NBT.B.6,confirmed,99.0,4.NBT.B.6,"The state standard text is virtually identical to CCSS 4.NBT.B.6, and the lesson overlap is perfect (1.0) with all 15 lessons shared, making this an unambiguous match."
AZ,K.CC.A.3,K.CC.A.3,confirmed,98.0,K.CC.A.3,"The state standard text is virtually identical to CCSS K.CC.A.3, and the lesson overlap is strong at 66.67% (12 of 12 state lessons shared), ranking first among all candidates by a wide margin. All evidence consistently supports this tag."
AR,3.GM.3,3.G.A.1,confirmed,99.0,3.G.A.1,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly verbatim identical to 3.G.A.1. No other candidate comes close in either lesson overlap or semantic similarity."
WV,1.5,1.OA.C.5,confirmed,95.0,1.OA.C.5,"The state standard text is nearly identical to 1.OA.C.5, and the top-5 candidates show 1.OA.C.5 with a 100% lesson overlap (16/16 shared lessons) and the highest embedding similarity (0.744). The zero lesson overlap shown in the tag being evaluated appears to be a data inconsistency in that specific row, while the candidate table clearly shows perfect lesson alignment."
KS,5.NBT.4,5.NBT.A.4,confirmed,99.0,5.NBT.A.4,"The tag shows perfect lesson overlap (1.0) with all 2 lessons shared, the highest embedding similarity score (0.874), and the state standard text is identical to the CCSS standard text. All evidence strongly confirms this alignment."
NC,8.G.6,8.G.B.6,confirmed,92.0,8.G.B.6,"The top-5 candidates show 8.G.B.6 with 100% lesson overlap (3/3 shared lessons) and the highest embedding similarity (0.826), making it clearly the best match. The zero lesson overlap shown in the tag evaluation row appears to be a data inconsistency (likely the state has 0 lessons in one context but 3 in the candidate comparison), but the candidate data strongly supports this alignment."
KS,4.NF.3b,4.NF.B.3.b,confirmed,99.0,4.NF.B.3.b,"The tag has a perfect lesson overlap of 1.0 (all 12 lessons shared), ranks #1 in similarity candidates, and the state standard text is nearly identical to the CCSS standard text. All evidence strongly supports this alignment."
WV,K.10,K.OA.A.3,confirmed,97.0,K.OA.A.3,"The state standard text is nearly word-for-word identical to K.OA.A.3, and the top-5 candidates show K.OA.A.3 with the highest embedding similarity (0.85) and a strong lesson overlap of 83.33% (5 of 6 lessons shared). The zero overlap shown in the tag being evaluated appears to reflect a data inconsistency (0 lessons listed for the state standard there vs. 6 lessons in the candidates section), but all evidence points clearly to K.OA.A.3 as the correct match."
WV,5.1,5.OA.A.1,confirmed,95.0,,"The text of 5.OA.A.1 is nearly identical to the state standard, with a high embedding similarity of 0.856. Although the lesson_overlap shown for the tag being evaluated shows 0.0, the top-5 candidates table reveals that 5.OA.A.1 actually has a 90.9% lesson overlap with this state standard (10 of 11 lessons shared), indicating the 0.0 in the tag row is likely a data artifact. Both text and lesson evidence strongly confirm this alignment."
KY,5.OA.3.b,5.OA.B.3,confirmed,90.0,5.OA.B.3,"The lesson overlap for the tag being evaluated shows a perfect 1.0 overlap (5 of 5 lessons shared), which is the strongest possible signal and directly confirms this alignment. The state standard's text about generating patterns using one or two given rules (x, y) aligns well with 5.OA.B.3's focus on generating two numerical patterns using two given rules, and the candidate ranks #2 in similarity."
IA,2.NBT.B.5,2.NBT.B.5,confirmed,99.0,2.NBT.B.5,"The state standard text is identical to CCSS 2.NBT.B.5, and the lesson overlap is 90.91% (10 of 11 lessons shared), making this an exceptionally strong match with no competing candidate coming close."
SD,8.G.A.1.b,8.G.A.1.b,confirmed,99.0,8.G.A.1.b,"The tag shows perfect lesson overlap (1.0, with all 6 lessons shared) and ranks first among candidates. The state standard text 'Angles are mapped to angles of the same measure' is semantically identical to the CCSS text 'Angles are taken to angles of the same measure,' with only a trivial word difference ('mapped' vs. 'taken')."
RI,2.MD.A.1,2.MD.A.1,confirmed,99.0,2.MD.A.1,"The tag shows perfect lesson overlap (1.0, all 7 lessons shared) and the state standard text is essentially identical to the CCSS standard text, with an embedding similarity of 0.856. No other candidate comes close on either metric."
WI,2.MD.C.7,2.MD.C.7,confirmed,95.0,2.MD.C.7,"The state standard text is identical to 2.MD.C.7, and the top-5 candidates show a perfect lesson overlap (1.0) between the state standard and 2.MD.C.7, with the highest embedding similarity score (0.90). The zero lesson overlap shown for the tag being evaluated appears to be a data artifact (0 state lessons listed), but the candidate data confirms 4 shared lessons with 2.MD.C.7."
MO,K.NS.B.6,K.CC.B.4.b,confirmed,99.0,K.CC.B.4.b,"The lesson overlap is perfect (1.0, with all 14 lessons shared), and the state standard text is nearly identical to K.CC.B.4.b's text, both describing that the last number name said tells the count and that arrangement/order don't affect the total. This is an unambiguous match."
AK,3.NF.3.b,3.NF.A.3.b,confirmed,99.0,3.NF.A.3.b,"Perfect lesson overlap (1.0, all 8 lessons shared) combined with the highest embedding similarity score (0.805) and near-identical standard text leave no ambiguity — this tag is an exact match."
AZ,8.G.A.1,8.G.A.1.b,confirmed,95.0,8.G.A.1.b,"The tag 8.G.A.1.b shows perfect lesson overlap (1.0, 6/6 lessons shared), which is the strongest signal available. The AZ state standard explicitly includes 'angles are taken to angles of the same measure' as one of its listed properties, directly matching the CCSS sub-standard 8.G.A.1.b, and the parallel tags for 8.G.A.1.a and 8.G.A.1.c show the same perfect lesson overlap pattern, confirming this is a coherent many-to-one alignment across the sub-standards."
NC,7.G.4,7.G.B.4,confirmed,95.0,7.G.B.4,"The tag 7.G.B.4 is the top-ranked candidate with the highest embedding similarity (0.808) and, critically, shows 100% lesson overlap (6/6 shared lessons) when the state standard has lessons assigned. The state standard text directly matches the CCSS content about area and circumference formulas for circles."
CO,4.NBT.A.1,4.NBT.A.1,confirmed,99.0,4.NBT.A.1,"The state standard text is nearly identical to 4.NBT.A.1, and the lesson overlap is perfect (1.0), with all shared lessons matching. No other candidate comes close in either lesson overlap or semantic similarity."
WI,4.OA.D.6,3.OA.C.7,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated shows 0.0 lesson overlap (state has 0 lessons, CCSS has 12, 0 shared). However, the top-5 candidates table shows that for 3.OA."
NY,7.G.1,7.G.A.1,,,,"Unparseable response: The text of the state standard and the CCSS standard 7.G.A.1 are identical word-for-word, and it ranks #1 in embedding similarity (0.871). The lesson overlap for the tag being evaluated shows 0 lesson"
KS,6.RP.3b,6.RP.A.3.c,confirmed,99.0,6.RP.A.3.c,"The lesson overlap is 1.0 (all 5 lessons shared), and the text of the state standard is virtually identical to 6.RP.A.3.c. No other candidate comes close in either lesson overlap or semantic similarity."
NY,1.OA.6a,1.OA.C.6,confirmed,85.0,1.OA.C.6,"The lesson overlap data is the strongest signal here: 1.OA.C.6 shows 90% overlap (27 of 27 state lessons shared with the CCSS standard's 30 lessons), which strongly supports this alignment. The state standard text 'Add and subtract within 20. Use strategies such as:' is clearly a subset/header of 1.OA.C.6's content, and the tag is ranked #2 in similarity candidates."
AR,2.GM.11,2.MD.C.7,confirmed,78.0,2.MD.C.7,"The lesson overlap is perfect (1.0 — all 4 state lessons match all 4 CCSS lessons), which is the strongest signal available and strongly supports this tag. While the state standard text emphasizes solving problems with time intervals (more akin to 3.MD.A.1 semantically), 3.MD.A.1 shares zero lessons with the state standard, indicating the actual curriculum content aligns with 2.MD.C.7 rather than 3.MD.A.1."
IA,7.G.A.3,7.G.A.3,confirmed,99.0,7.G.A.3,"The tag has a perfect lesson overlap of 1.0 (all 2 lessons shared) and the highest embedding similarity score (0.899), with identical standard text between the state standard and CCSS 7.G.A.3. This is an unambiguous match."
IA,6.G.A.4,6.G.A.4,confirmed,99.0,6.G.A.4,"The state standard text is identical to CCSS 6.G.A.4, and the lesson overlap is perfect (1.0, with all 7 lessons shared), making this an unambiguous match with overwhelming evidence on both the strongest and secondary signals."
LA,K.CC.B.4.a,K.CC.B.4.a,confirmed,99.0,K.CC.B.4.a,"The lesson overlap is perfect (1.0) with all 11 lessons shared between the state standard and K.CC.B.4.a, and the state standard text is nearly identical in meaning to the CCSS text, both describing one-to-one correspondence when counting objects. This is the strongest possible evidence for a correct tag."
ME,8.8.EE.C.7a,8.EE.C.7.a,confirmed,95.0,8.EE.C.7.a,"The state standard text is essentially identical to CCSS 8.EE.C.7.a, and the top-5 candidates show 8.EE.C.7.a with a perfect lesson overlap (4/4 lessons shared) and high embedding similarity (0.889). The zero lesson overlap shown in the tag being evaluated appears to be a data artifact (state has 0 lessons listed there vs. 4 in the candidate view), but all other evidence strongly confirms this tag."
IA,8.G.A.4,8.G.A.4,confirmed,99.0,8.G.A.4,"The state standard text is identical to CCSS 8.G.A.4, and the lesson overlap is perfect (1.0), with all 4 lessons shared between the state standard and the CCSS standard. This is unambiguous."
WV,K.9,K.OA.A.2,,,,"Unparseable response: Looking at the evidence:

1. The state standard text is nearly identical to K.OA.A.2's text - it's essentially a verbatim match.
2. The lesson overlap data is confusing - the tag being evaluated shows"
NJ,6.EE.C.9,6.EE.C.9,confirmed,99.0,6.EE.C.9,"The lesson overlap is perfect (1.0), with all 4 lessons shared between the state standard and CCSS 6.EE.C.9, and the state standard text is nearly identical to the CCSS text. No other candidate comes close in either lesson overlap or semantic similarity."
NY,2.G.2,2.G.A.2,confirmed,95.0,2.G.A.2,"The state standard text is an exact word-for-word match with 2.G.A.2, and the top-5 candidates show 100% lesson overlap (3/3 shared lessons) between this state standard and 2.G.A.2, making this a strong confirmation despite the tag being evaluated showing 0 lessons (likely a data artifact from which instance is being evaluated)."
MT,6.NS.6.a,6.NS.C.6.a,confirmed,99.0,6.NS.C.6.a,"The state standard text is virtually identical to 6.NS.C.6.a, and the lesson overlap is perfect (1.0, with all 3 lessons shared), making this an unambiguous match with the strongest possible evidence."
KY,1.NBT.6,1.NBT.C.6,confirmed,95.0,1.NBT.C.6,"The state standard text is nearly identical to 1.NBT.C.6, and the top-5 candidates show a 100% lesson overlap (4/4 shared lessons) for this pairing. The zero overlap shown in the tag evaluation row appears to reflect a data inconsistency (0 state lessons there vs. 4 state lessons in the candidates section), but the candidate row confirms perfect alignment."
MS,1.MD.2,1.MD.A.2,confirmed,99.0,1.MD.A.2,"The state standard text is virtually identical to 1.MD.A.2, and the lesson overlap is perfect (1.0) with all 9 lessons shared, making this an unambiguous match. No other candidate comes close in either text similarity or lesson overlap."
IN,7.AF.5,8.EE.B.6,likely_correct,62.0,8.EE.B.6,"The lesson overlap of 0.6 (6 of 10 state lessons shared) is the strongest signal and strongly supports this tag, even though 8.EE.B.6 does not appear in the top-5 similarity candidates. The state standard's focus on defining slope as vertical change per unit of horizontal change aligns well with 8.EE.B.6's content about slope on a coordinate plane, and the high lesson overlap outweighs the relatively lower text similarity."
ME,5.6.NS.C.6c,6.NS.C.6.c,confirmed,95.0,6.NS.C.6.c,"The state standard text is identical to 6.NS.C.6.c, and while the specific tag being evaluated shows 0 lesson overlap (due to the state having 0 lessons mapped), the top-5 candidate data shows that when lessons are present for this state standard, there is 100% lesson overlap with 6.NS.C.6.c (7 of 7 shared), confirming this is the correct alignment."
IN,4.CA.5,4.OA.A.2,confirmed,99.0,4.OA.A.2,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is nearly identical to 4.OA.A.2, both describing multiplicative comparison word problems using drawings and equations with an unknown symbol, and explicitly distinguishing multiplicative from additive comparison. This is a clear, well-supported alignment."
ID,7.EE.A.2,7.EE.A.2,confirmed,99.0,7.EE.A.2,"The tag shows a perfect lesson overlap of 1.0 (all 12 lessons shared), ranks first in similarity candidates, and the state standard text is virtually identical to the CCSS 7.EE.A.2 text. All evidence strongly supports this tag."
AR,6.ALG.8,6.EE.B.8,confirmed,92.0,6.EE.B.8,"The lesson overlap is perfect (1.0) — the single lesson mapped to AR 6.ALG.8 is the same lesson mapped to 6.EE.B.8, making this the strongest possible signal. The state standard's content (writing, solving, and graphing one-step inequalities) aligns well with 6.EE.B.8's focus on writing and graphing simple inequalities in real-world contexts, and no other candidate shows any lesson overlap."
SC,2.PAFR.1.6,1.OA.A.2,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (1.OA.A.2) has a perfect lesson overlap of 1.0 (5/5 lessons shared). This is the strongest signal and strongly supports this ta"
LA,4.G.A.2,4.G.A.2,confirmed,99.0,4.G.A.2,"The state standard text is identical to the CCSS 4.G.A.2 text, and the lesson overlap is perfect (1.0) with all 3 lessons shared. This is the strongest possible evidence for a correct tag."
IN,6.RP.2,6.RP.A.2,confirmed,95.0,6.RP.A.2,"The tag ranks #1 in both embedding similarity (0.796) and lesson overlap (46.15%, 6 of 6 CCSS lessons shared), and the state standard text is a near-direct paraphrase of 6.RP.A.2, focusing specifically on unit rate concepts in ratio contexts. No other candidate comes close in lesson overlap, confirming this is the correct alignment."
WI,5.MD.C.3.b,5.MD.C.3.b,confirmed,95.0,,"The state standard text is an exact match to CCSS 5.MD.C.3.b, with the highest embedding similarity (0.944) among all candidates. The lesson overlap discrepancy (0.0 in the tag being evaluated vs. 1.0 in the top-5 candidates row) appears to be a data artifact where the state standard has 0 lessons mapped, but the CCSS standard itself has 5 lessons. The textual identity and top rank confirm this is the correct alignment."
IA,6.RP.A.3.a,6.RP.A.3.a,confirmed,99.0,6.RP.A.3.a,"The lesson overlap is perfect (1.0, with all 11 lessons shared), and the state standard text is word-for-word identical to the CCSS 6.RP.A.3.a text, with the highest embedding similarity score among all candidates. This is an unambiguous match."
LA,7.NS.A.1.a,7.NS.A.1.a,confirmed,99.0,7.NS.A.1.a,"Perfect lesson overlap (1.0) with all 2 lessons shared, ranked #1 in similarity candidates, and the state standard text is essentially identical to the CCSS text — all evidence strongly supports this tag."
WY,K.CC.B.5,K.CC.B.5,confirmed,98.0,K.CC.B.5,"The state standard text is nearly identical to the CCSS K.CC.B.5 text, and the lesson overlap is very strong at 71.43% (15 of 15 state lessons shared), ranking first among all candidates by a wide margin."
ID,5.NBT.A.2,5.NBT.A.2,confirmed,99.0,5.NBT.A.2,"The tag has a perfect lesson overlap of 1.0 (all 4 state lessons match all 4 CCSS lessons), ranks #1 among candidates, and has near-identical text with an embedding similarity of 0.92. All evidence strongly confirms this alignment."
OH,K.NBT.1,K.NBT.A.1,confirmed,99.0,K.NBT.A.1,"Perfect lesson overlap (1.0, all 10 lessons shared) combined with the highest embedding similarity (0.804) and rank-1 candidate position all strongly confirm this tag. The state standard text is nearly identical to the CCSS standard text, differing only in minor phrasing."
IA,1.NBT.B.2.c,1.NBT.B.2.c,confirmed,99.0,1.NBT.B.2.c,"The tag shows a perfect lesson overlap of 1.0 (all 5 lessons shared), ranks #1 in similarity candidates, and the state standard text is verbatim identical to the CCSS standard text, providing overwhelming evidence that this tag is correct."
WY,7.G.E.3,7.G.A.3,confirmed,99.0,7.G.A.3,"The tag has perfect lesson overlap (1.0, with all 2 lessons shared) and the highest embedding similarity (0.852) among all candidates. The state standard text is nearly identical to CCSS 7.G.A.3, differing only in the minor addition of 'parallel to the base,' making this an unambiguous match."
WY,5.NF.F.7B,5.NF.B.7.b,confirmed,99.0,5.NF.B.7.b,"The lesson overlap is perfect (1.0, with all 5 lessons shared), the state standard text is nearly identical to the CCSS standard text, and 5.NF.B.7.b ranks first among all candidates by both lesson overlap and embedding similarity. This is an unambiguous match."
CO,4.G.A.1,4.G.A.1,confirmed,99.0,4.G.A.1,"The state standard text is identical to the CCSS 4.G.A.1 text, and the lesson overlap is perfect (1.0) with all 12 lessons shared, providing the strongest possible evidence that this tag is correct."
SC,6.PAFR.2.9,6.RP.A.3.d,confirmed,97.0,6.RP.A.3.d,"The lesson overlap is perfect (1.0) with all 3 state lessons matching all 3 CCSS lessons, which is the strongest possible signal. The tag is also ranked #1 by embedding similarity and directly aligns conceptually — both standards address using ratio/dimensional reasoning to convert measurement units."
MO,8.EEI.C.8.d,8.EE.C.8.b,confirmed,95.0,8.EE.C.8.b,"The lesson overlap of 0.8667 (13 out of 15 state lessons shared with 8.EE.C.8.b) is exceptionally strong and represents the primary evidence; the state standard's text 'Solve systems of two linear equations' aligns well with 8.EE.C.8.b's algebraic solving focus, and this candidate ranks #2 by embedding similarity among the top-5."
MO,2.GM.B.7,2.MD.A.4,confirmed,99.0,2.MD.A.4,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to 2.MD.A.4's text. No other candidate comes close in either lesson overlap or semantic similarity."
NJ,2.M.A.3,2.MD.A.3,confirmed,99.0,2.MD.A.3,"The state standard text is identical to 2.MD.A.3, and lesson overlap is perfect (1.0) with all 3 lessons shared, making this an unambiguous match with no competing candidates."
ME,3.7.SP.C.7b,7.SP.C.7.b,confirmed,95.0,7.SP.C.7.b,"The state standard text is nearly identical to 7.SP.C.7.b, and the top-5 candidates show that when the state standard has lessons (2 lessons), they overlap 100% with 7.SP.C.7.b's lessons. The zero overlap shown in the tag being evaluated appears to be a data artifact (state has 0 lessons listed there), while the candidate table correctly shows 2 shared lessons out of 2."
MA,4.MD.C.5,4.MD.C.5,likely_incorrect,72.0,4.MD.C.5.a,"While the text of 4.MD.C.5 is an exact match (highest embedding similarity at 0.799), the lesson overlap is 0.0 because CCSS 4.MD.C.5 has no lessons assigned to it — it appears to be a parent/umbrella standard with no direct curriculum content. Meanwhile, both 4.MD.C.5.a and 4.MD.C.5.b show 100% lesson overlap (5 of 5 lessons shared), indicating the actual curriculum content aligns to the sub-standards rather than the parent. The tag should likely point to 4.MD.C.5.a (or 4.MD.C.5.b) as the operative standard with real lesson alignment."
NC,6.EE.2,6.EE.A.2,,,,"Unparseable response: Looking at the evidence:

1. **Lesson overlap**: The tag being evaluated (6.EE.A.2) shows 0.0 lesson overlap (state has 0 lessons, CCSS has 0). However, in the top-5 candidates section, the state stan"
WI,8.G.A.1.b,8.G.A.1.b,confirmed,95.0,8.G.A.1.b,"The tag being evaluated is 8.G.A.1.b, which has identical text to the state standard. The top-5 candidates show 8.G.A.1.b with a perfect lesson overlap of 1.0 (all 6 lessons shared) and the highest embedding similarity score of 0.769, making it clearly the best match. The 0.0 lesson overlap shown for the tag being evaluated appears to reflect a data issue with the state standard having 0 lessons mapped, but the candidate context confirms the correct alignment."
AR,3.NPV.11,3.NF.A.3.a,likely_correct,72.0,3.NF.A.3.a,"3.NF.A.3.a has a solid 0.6 lesson overlap (6 of 10 shared lessons) and ranks 2nd in semantic similarity, directly matching the state standard's emphasis on number lines and visual models for equivalent fractions. However, 3.NF.A.3.b has an even higher lesson overlap (0.8) and also aligns well with the 'recognize and generate equivalent fractions' language, suggesting it may be a stronger match — but since both tags coexist as separate existing tags for this standard, 3.NF.A.3.a is reasonably supported as a complementary alignment."
RI,7.NS.A.1.d,7.NS.A.1.d,confirmed,99.0,7.NS.A.1.d,"The tag being evaluated is 7.NS.A.1.d, which has identical text to the state standard and a perfect lesson overlap of 1.0 (all 7 lessons shared), making this an unambiguous match. It also ranks first among the top-5 candidates with the highest embedding similarity score of 0.798."
AL,2.NBT.6.a,2.NBT.A.1.a,confirmed,88.0,2.NBT.A.1.a,"The state standard explicitly contains both sub-concepts covered by 2.NBT.A.1.a and 2.NBT.A.1.b, and the tag for 2.NBT.A.1.a shows a solid 54.55% lesson overlap (6 of 11 shared lessons), with the text of the state standard directly quoting the 2.NBT.A.1.a language ('100 can be thought of as a bundle of ten tens, called a ""hundred""'). The presence of the complementary 2.NBT.A.1.b tag with even higher overlap confirms this is a legitimate many-to-one alignment."
AK,2.MD.7,2.MD.C.7,confirmed,99.0,2.MD.C.7,"The tag has a perfect lesson overlap of 1.0 (all 4 lessons shared) and the state standard text is nearly identical to the CCSS text, with an embedding similarity of 0.87. All evidence strongly supports this alignment."
AL,K.G.23,K.G.B.6,confirmed,99.0,K.G.B.6,"The lesson overlap is perfect (1.0 — all 4 lessons shared), and the semantic content of both standards is essentially identical: composing simple shapes to form larger shapes. No other candidate comes close in lesson overlap."
LA,1.MD.A.2,1.MD.A.2,confirmed,99.0,1.MD.A.2,"The lesson overlap is perfect (1.0, all 9 lessons shared), the state standard text is nearly identical to the CCSS text, and 1.MD.A.2 ranks first among all candidates with the highest embedding similarity (0.769). All evidence strongly supports this tag."
RI,5.G.A.1,5.G.A.1,confirmed,99.0,5.G.A.1,"The state standard text is virtually identical to CCSS 5.G.A.1, and the lesson overlap is perfect (1.0) with all 3 lessons shared, making this an unambiguous match. No other candidate comes close in either text similarity or lesson overlap."
ME,8.5.NBT.A.3a,5.NBT.A.3.a,confirmed,95.0,5.NBT.A.3.a,"The text of the state standard is nearly identical to 5.NBT.A.3.a, and the top-5 candidates show a perfect lesson overlap (1.0) with 5.NBT.A.3.a when the state standard has lessons assigned, along with the highest embedding similarity score (0.904). The zero lesson overlap in the tag being evaluated appears to be a data artifact (state has 0 lessons listed for this specific tag instance), but all other evidence strongly supports this alignment."
ME,1.6.EE.A.2b,6.EE.A.2.b,confirmed,97.0,6.EE.A.2.b,"The tag 6.EE.A.2.b is the top-ranked candidate with the highest embedding similarity (0.894) and a perfect lesson overlap (4/4 lessons shared, 1.0 overlap), while all other candidates have zero lesson overlap. The state standard text is also nearly identical to the CCSS text, making this a clear and well-supported match."
MT,5.NF.2,5.NF.A.2,confirmed,99.0,5.NF.A.2,"Perfect lesson overlap (1.0) with all 6 lessons shared between the state standard and 5.NF.A.2, and the state standard text is virtually identical to the CCSS text, strongly confirming this tag."
MA,8.G.A.1.a,8.G.A.1.a,confirmed,99.0,8.G.A.1.a,"The lesson overlap is perfect (1.0, with all 6 lessons shared), and the text of the state standard is nearly identical to the CCSS standard 8.G.A.1.a, with only a trivial wording difference ('transformed to' vs. 'taken to'). This is an unambiguous match."
AR,6.ALG.2,6.EE.A.2.b,confirmed,99.0,6.EE.A.2.b,"The lesson overlap is perfect (1.0), with all 4 lessons shared between the state standard and 6.EE.A.2.b, and the standard text directly matches the AR standard's focus on identifying parts of expressions using mathematical terms (operations, terms, factors, coefficients, variables, constants). No other candidate comes close in lesson overlap."
AL,6.AF.20,6.EE.B.8,confirmed,95.0,6.EE.B.8,"The lesson overlap is perfect (1.0) with 100% of lessons shared between the state standard and 6.EE.B.8, and the state standard text closely mirrors the CCSS language about writing inequalities to represent constraints in real-world problems. The AL standard extends to ≥ and ≤ forms, but the core alignment with 6.EE.B.8 is strongly supported by both lesson overlap and semantic similarity (rank 1, score 0.725)."
AZ,3.NBT.A.3,3.NBT.A.3,confirmed,99.0,3.NBT.A.3,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and CCSS 3.NBT.A.3, and the state standard text is virtually identical to the CCSS text. No other candidate comes close in either lesson overlap or semantic similarity."
MS,3.MD.5,3.MD.C.5,confirmed,99.0,3.MD.C.5,"The tag has perfect lesson overlap (1.0, all 6 lessons shared) and the highest embedding similarity (0.843) among all candidates, with identical standard text. This is an unambiguous match."
AL,2.DA.15.a,2.MD.D.9,confirmed,99.0,2.MD.D.9,"The lesson overlap is perfect (1.0, with both lessons shared), and the state standard's text closely matches 2.MD.D.9's description of creating line plots with whole-number units for measured object lengths. No other candidate has any lesson overlap."
AK,5.NF.3,5.NF.B.3,confirmed,99.0,5.NF.B.3,"The tag has a perfect lesson overlap of 1.0 (all 4 lessons shared), is the top-ranked candidate by both embedding similarity and lesson overlap, and the state standard text is nearly identical to the CCSS 5.NF.B.3 text. All evidence strongly supports this tag."
MT,6.EE.1,6.EE.A.1,confirmed,99.0,6.EE.A.1,"The tag has a perfect lesson overlap of 1.0 (all 5 lessons shared), the highest embedding similarity score of 0.873, and identical standard text — all evidence strongly confirms this alignment."
ND,7.DPS.P.2,7.SP.C.8,likely_incorrect,65.0,7.SP.C.8.a,"The tag being evaluated (7.SP.C.8) has 0% lesson overlap with the state standard, while the sub-standards 7.SP.C.8.a and 7.SP.C.8.b each share 1 lesson (33% overlap), making them better supported. Since 7.SP.C.8 is the parent standard of 7.SP.C.8.a and 7.SP.C.8.b which are already tagged, this tag is redundant and has no independent lesson overlap support."
ND,6.NO.NS.2,6.NS.C.7.a,likely_correct,72.0,6.NS.C.7.a,"The tag 6.NS.C.7.a has a strong lesson overlap of 0.5 (2 of 4 state lessons shared), matching the top candidates 6.NS.C.7.b and 6.NS.C.7.d. The ND standard explicitly mentions 'on a number line,' which aligns directly with 6.NS.C.7.a's focus on interpreting order via number line position, making this a legitimate component of the alignment alongside 6.NS.C.7.b."
WV,4.1,4.OA.A.1,confirmed,97.0,4.OA.A.1,"The state standard text is nearly identical to 4.OA.A.1, and the top-5 candidates show a perfect lesson overlap (1.0) and embedding similarity of 0.944 for this match. The zero overlap shown in the tag evaluation row appears to reflect a data artifact (0 state lessons listed), but the candidate table correctly shows 5 shared lessons out of 5, confirming this is the right alignment."
NJ,K.OA.A.1,K.OA.A.1,confirmed,99.0,K.OA.A.1,"The lesson overlap is 92.86% (26 of 26 state lessons shared with the CCSS standard), and the state standard text is nearly identical to CCSS K.OA.A.1, differing only in the explicit mention of 'up to 10.' This is an overwhelmingly strong match across all evidence dimensions."
ME,2.3.G.A.1,3.G.A.1,confirmed,95.0,3.G.A.1,"The state standard text is essentially identical to CCSS 3.G.A.1, and the lesson overlap is 100% (7/7 lessons shared), making this a near-perfect match. The initial tag's 0.0 lesson overlap was due to a data artifact (state showing 0 lessons), but the top-5 candidates correctly show 7 shared lessons for 3.G.A.1."
MO,5.NF.B.7,5.NF.B.4,confirmed,99.0,5.NF.B.4,"The lesson overlap is perfect (1.0, with all 4 lessons shared), and the text of the state standard is nearly identical to 5.NF.B.4. No other candidate comes close in lesson overlap, making this tag strongly supported."
